idx,seed,dataset,accuracy_fp32,accuracy_esp,key,espdl_size_bytes,torch_size_bytes,edgegpu_latency,edgegpu_energy,raspi4_latency,edgetpu_latency,pixel3_latency,eyeriss_latency,eyeriss_energy,eyeriss_arithmetic_intensity,fpga_latency,fpga_energy,average_hw_metric,arch_index,flop,test_acc,arch_0,arch_1,arch_2,arch_3,arch_4,arch_5
469,888,cifar10,92.42,90.92,200,536848,2093327,6.06532096862793,27.17061616579692,33.22188707999885,1.402018777000194,13.1588,6.594740000000003,1.2783178045,10.214029718600305,4.24016,29.681120000000004,107163461.84832168,469,51.03681,92.43,nor_conv_1x1,nor_conv_3x3,none,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1
1254,888,cifar10,90.99,90.27,200,544432,2099533,6.950273513793945,31.046871786117556,27.507050600033836,1.4877744590012298,13.3096,6.594740000000003,1.2783178045,10.214029718600305,4.24016,29.681120000000004,124699559.11063875,1254,51.03681,90.99,nor_conv_3x3,nor_conv_1x1,avg_pool_3x3,none,nor_conv_1x1,avg_pool_3x3
1046,888,cifar10,93.11,93.12,200,749184,2940595,5.703625679016113,25.7689808177948,42.329557740013115,-1.0,17.3161,6.348980000000003,1.2824595165,17.923772231415303,4.57296,32.01072,-128405179.6573764,1046,82.49409,93.11,nor_conv_3x3,none,none,nor_conv_3x3,nor_conv_1x1,avg_pool_3x3
1034,888,cifar10,92.56,92.15,200,824016,3146593,5.685667991638184,26.489527173042298,41.33836380002322,0.829307037000035,13.258,5.120180000000002,1.0358844445000002,23.09419838304203,4.67856,32.74992,55631572.72595598,1034,86.42625,92.56,nor_conv_1x1,nor_conv_3x3,none,none,nor_conv_3x3,nor_conv_1x1
1010,888,cifar10,92.91,92.6,200,983232,4000801,4.31767463684082,20.11604613304138,38.472524659955525,0.7895357920006063,12.6085,6.348980000000003,1.3178489564999998,25.612956534888895,5.42096,37.94672,57253034.388118,1010,117.88353,92.91,nor_conv_1x1,skip_connect,nor_conv_3x3,nor_conv_3x3,nor_conv_3x3,none
10,888,cifar10,10.0,10.0,0,969920,3773453,0.6020975112915039,2.4204319953918456,0.0116271799925016,-1.0,0.00340076,6.103220000000002,1.2866012285,27.07805086002373,4.90576,34.34032,-0.0762296137115332,10,113.95137,10.0,nor_conv_3x3,nor_conv_3x3,nor_conv_3x3,none,none,none
1126,888,cifar10,90.99,89.35,200,738832,2959693,6.6678619384765625,30.812190017700196,45.99531833999208,1.538502875000631,19.2223,7.823540000000004,1.5602823165,14.084950458399808,4.98256,34.87792,592838045.3771737,1126,82.49409,90.98,nor_conv_1x1,none,nor_conv_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3
1389,888,cifar10,91.05,89.19,200,740000,2977376,6.278829574584961,29.98141121864319,49.29368528006307,1.7884966040001018,15.2311,9.298100000000002,1.8381051165,11.600429795075328,5.39216,37.74512,879284831.2775717,1389,82.49409,91.04,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,nor_conv_3x3
158,888,cifar10,92.74,91.94,0,785584,3157551,6.614189147949219,30.478183593749996,44.94159967995074,1.2783731809995516,13.3627,6.594740000000003,1.3137072445000002,17.296541182083665,5.08816,35.61712,242986373.49113604,158,86.42625,92.74,nor_conv_3x3,none,nor_conv_1x1,avg_pool_3x3,nor_conv_3x3,nor_conv_1x1
238,888,cifar10,92.17,91.39,0,764272,2953103,6.022043228149414,27.671288633346556,41.918063379998785,-1.0,19.0361,7.823540000000004,1.5602823165,14.084950458399808,4.98256,34.87792,-282073345.0689966,238,82.49409,92.17,nor_conv_3x3,none,avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,nor_conv_1x1
586,888,cifar10,93.1,92.87,200,798864,3157231,6.804590225219727,31.178632411956787,46.46641163999448,1.2676361859994358,18.1769,6.594740000000003,1.3137072444999998,17.296541182083665,5.08816,35.61712,356638686.9054816,586,86.42625,93.09,nor_conv_1x1,none,nor_conv_3x3,nor_conv_3x3,avg_pool_3x3,nor_conv_1x1
67,888,cifar10,93.36,93.25,0,1024096,4211972,6.986651420593262,32.550808968544004,56.7391993199999,1.271978575000503,17.2699,6.594740000000003,1.3490966845,24.379052645567025,5.93616,41.55312,622062001.643447,67,121.81569,93.35,nor_conv_3x3,nor_conv_1x1,skip_connect,nor_conv_3x3,nor_conv_3x3,nor_conv_1x1
609,888,cifar10,93.36,93.05,200,971760,4011753,7.456955909729004,34.52943434000015,59.03704162003123,1.5360729420008283,19.7251,7.823540000000004,1.5956717564999998,20.127304633717245,5.83056,40.81392,1368270997.6107044,609,117.88353,93.36,nor_conv_3x3,nor_conv_3x3,avg_pool_3x3,nor_conv_1x1,nor_conv_3x3,skip_connect
147,888,cifar10,93.15,92.64,0,995344,4010409,6.589899063110352,30.197114140192667,59.14326363999862,1.4699330749999715,23.3657,7.823540000000004,1.5956717564999998,20.127304633717245,5.83056,40.81392,1200856991.1487114,147,117.88353,93.14,nor_conv_3x3,nor_conv_3x3,nor_conv_1x1,avg_pool_3x3,skip_connect,nor_conv_3x3
411,888,cifar10,92.96,92.89,200,1033600,4222607,4.333562850952148,20.19006932258606,36.71585242002038,0.7870013880001352,15.6374,6.594740000000003,1.3490966845,24.379052645567025,5.93616,41.55312,86761401.41335906,411,121.81569,92.96,nor_conv_3x3,nor_conv_3x3,nor_conv_1x1,nor_conv_3x3,nor_conv_1x1,none
655,888,cifar10,94.03,93.91,200,1227808,4854289,5.315537452697754,25.860089707374573,65.94390268001007,1.0840797790006036,23.4567,7.577780000000003,1.5998134684999998,27.338497976076106,6.16336,43.14352,743060995.292328,655,149.34081,94.03,nor_conv_3x3,nor_conv_3x3,nor_conv_3x3,skip_connect,none,nor_conv_3x3
852,888,cifar10,93.2,93.16,200,1035136,4222159,7.178955078125,33.72673095703125,57.52678280005057,1.1827437029987775,19.585,6.594740000000003,1.3490966845,24.379052645567025,5.93616,41.55312,708059542.9020884,852,121.81569,93.21,nor_conv_3x3,none,nor_conv_3x3,nor_conv_3x3,nor_conv_1x1,nor_conv_1x1
808,888,cifar10,92.34,91.79,200,781392,3174535,6.773204803466797,30.949030481974283,48.47636220001732,1.6461857419999433,15.8663,8.069300000000002,1.5915300444999998,13.82568704312304,5.49776,38.48432,721183984.2065389,808,86.42625,92.34,nor_conv_1x1,avg_pool_3x3,nor_conv_3x3,nor_conv_3x3,avg_pool_3x3,nor_conv_1x1
777,888,cifar10,86.98,86.69,200,432880,1642771,1.463117599487305,6.256290855407715,2.8732156600017333,0.4786786910008231,1.47442,6.103220000000002,1.2158223485,10.258998026736016,3.20976,22.46832,9933.49337351699,777,43.17249,87.0,avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,skip_connect,none,none
957,888,cifar10,68.88,22.65,200,166064,523982,3.6223840713500977,15.62696488380432,5.675991640018765,0.8208190520017524,2.59862,3.154100000000001,0.6247873085,4.5797302195526095,1.54256,10.79792,22495.254565539613,957,7.78305,68.9,skip_connect,avg_pool_3x3,skip_connect,skip_connect,none,skip_connect
1149,888,cifar10,92.42,92.2,200,1013632,4024955,6.522965431213379,30.14044893582662,58.366444220009726,-1.0,24.0582,7.823540000000004,1.5956717564999998,20.127304633717245,5.83056,40.81392,-820137375.2525834,1149,117.88353,92.42,nor_conv_3x3,none,avg_pool_3x3,nor_conv_1x1,nor_conv_3x3,nor_conv_3x3
206,888,cifar10,91.82,91.63,0,402080,1587095,3.437051773071289,15.35331027030945,19.262319179979382,0.5893011690004641,6.71454,3.154100000000001,0.6601767485,25.40371154063418,2.39056,16.733919999999998,335029.6649987286,206,43.17249,91.82,nor_conv_3x3,skip_connect,skip_connect,skip_connect,skip_connect,none
370,888,cifar10,92.49,92.39,200,554608,2046163,5.762600898742676,25.81453115940094,25.691541619962663,0.771151072000066,9.87557,3.645620000000001,0.7226722045,20.513714983022073,3.42096,23.94672,6281760.42774115,370,51.03681,92.48,nor_conv_1x1,skip_connect,skip_connect,none,nor_conv_1x1,nor_conv_3x3
709,888,cifar10,89.67,31.83,200,516896,2044691,6.397109031677246,28.326398792266843,26.46846777999599,-1.0,9.92223,3.645620000000001,0.7226722045,20.513714983022073,3.42096,23.94672,-10271171.737061266,709,51.03681,89.67,none,nor_conv_1x1,nor_conv_1x1,skip_connect,nor_conv_3x3,skip_connect
1221,888,cifar10,62.86,10.0,200,188416,548914,4.0004730224609375,19.102258682250977,8.285123559981002,0.990482676999818,3.55462,4.628660000000002,0.9026101085,2.6348779358235475,1.95216,13.66512,248438.8185901117,1221,7.78305,62.82,avg_pool_3x3,skip_connect,skip_connect,avg_pool_3x3,none,skip_connect
45,888,cifar10,89.24,88.67,0,204688,729829,3.6768007278442383,16.00511356830597,5.22407143995224,0.5069001349993414,1.71359,1.9253,0.3782122365,13.958377020741192,1.64816,11.53712,3697.4137557532817,45,11.71521,89.25,skip_connect,skip_connect,none,none,nor_conv_1x1,skip_connect
699,888,cifar10,94.08,94.11,200,791680,3133329,5.318360328674316,24.77824077129364,40.38094607996754,0.9106743230004212,16.5332,5.120180000000002,1.0358844445000002,23.09419838304203,4.67856,32.74992,65112401.71227448,699,86.42625,94.08,nor_conv_3x3,nor_conv_3x3,none,skip_connect,nor_conv_1x1,nor_conv_1x1
1309,888,cifar10,86.75,57.52,200,235440,779005,5.053553581237793,21.923999953269956,10.60582379999687,1.0322507639994,4.1098,4.874420000000002,0.9338578365,3.4990663350154834,2.46736,17.271520000000002,967016.2450952616,1309,11.71521,86.76,skip_connect,nor_conv_1x1,avg_pool_3x3,avg_pool_3x3,none,skip_connect
381,888,cifar10,91.0,90.49,200,806080,3157615,6.61468505859375,30.30848693847656,45.62154339997505,1.2653810990004786,14.8909,6.594740000000003,1.3137072444999998,17.296541182083665,5.08816,35.61712,270583632.5990274,381,86.42625,91.01,avg_pool_3x3,nor_conv_1x1,nor_conv_1x1,none,nor_conv_3x3,nor_conv_3x3
932,888,cifar10,92.18,91.45,200,485536,1843517,6.027216911315918,26.8452241230011,27.35750477993861,1.1151810579995072,9.78199,4.874420000000002,0.9692472765000002,14.069085832664296,3.31536,23.20752,17552941.32385147,932,47.10465,92.18,nor_conv_1x1,none,skip_connect,nor_conv_3x3,avg_pool_3x3,skip_connect
1207,888,cifar10,92.07,50.68,200,500224,1826897,4.941282272338867,22.453186645507813,22.531104840018088,-1.0,8.8955,3.399860000000001,0.6914244764999999,22.498323538851867,2.90576,20.34032,-3089539.9008210865,1207,47.10465,92.08,none,skip_connect,nor_conv_1x1,none,skip_connect,nor_conv_3x3
743,888,cifar10,81.81,77.17,200,228736,782611,4.3987226486206055,19.224617335796356,10.356925740052247,-1.0,5.56383,4.8744200000000015,0.9338578365,3.4990663350154834,2.46736,17.271520000000002,-945269.8191106464,743,11.71521,81.82,avg_pool_3x3,none,nor_conv_1x1,avg_pool_3x3,none,skip_connect
721,888,cifar10,92.86,92.64,200,747904,2905875,5.213103294372559,24.22181560675303,39.350993640036904,0.9443296620011096,15.7876,4.874420000000002,1.0046367165,24.63910533031311,4.16336,29.14352,44016594.30737007,721,82.49409,92.85,nor_conv_1x1,none,skip_connect,skip_connect,nor_conv_3x3,nor_conv_3x3
260,888,cifar10,86.25,73.06,200,208432,765213,4.293432235717773,18.85675437927246,16.318314099989948,1.2192983620007,5.77846,4.874420000000002,0.9338578365,3.4990663350154834,2.46736,17.271520000000002,1805659.017554896,260,11.71521,86.23,skip_connect,skip_connect,avg_pool_3x3,avg_pool_3x3,skip_connect,nor_conv_1x1
1231,888,cifar10,73.56,17.94,200,234112,779005,3.1252479553222656,13.597953853607178,8.665061379942927,0.8786873139997624,4.83007,4.874420000000002,0.9338578365,3.4990663350154834,2.46736,17.271520000000002,303168.6302594685,1231,11.71521,73.55,skip_connect,skip_connect,nor_conv_1x1,avg_pool_3x3,avg_pool_3x3,none
733,888,cifar10,93.1,93.18,200,534464,2068401,3.487849235534668,15.848786926269533,23.031639060063753,0.6290187529994,8.898010000000001,5.120180000000001,1.0004950045,13.63768779714061,3.83056,26.813920000000003,3749365.6084121224,733,51.03681,93.1,nor_conv_3x3,nor_conv_1x1,avg_pool_3x3,skip_connect,nor_conv_1x1,none
125,888,cifar10,90.1,87.27,0,288016,981363,3.732891082763672,16.322066259384155,9.98038263998751,-1.0,4.41308,3.645620000000001,0.6872827644999999,6.289297634665844,2.57296,18.01072,-311587.7733372177,125,15.64737,90.08,avg_pool_3x3,skip_connect,skip_connect,nor_conv_1x1,nor_conv_1x1,none
1297,888,cifar10,92.23,91.35,200,724992,2928044,6.066460609436035,27.40826903343201,42.37322641994979,1.372087030998955,15.1993,6.348980000000003,1.2824595165,17.923772231415303,4.57296,32.01072,175127456.25141945,1297,82.49409,92.23,nor_conv_3x3,nor_conv_3x3,skip_connect,avg_pool_3x3,skip_connect,nor_conv_1x1
879,888,cifar10,10.0,10.0,200,440944,1630709,0.70953369140625,2.9246978759765625,2.775723980012117,-1.0,1.93306,4.628660000000002,0.9379995485,14.615637999956666,2.80016,19.60112,-2653.366786476118,879,43.17249,10.0,none,none,avg_pool_3x3,none,none,nor_conv_3x3
347,888,cifar10,88.61,17.92,200,525296,2067889,6.93819522857666,30.99638718366623,28.96373121999204,-1.0,10.1248,5.120180000000001,1.0004950045,13.63768779714061,3.83056,26.813920000000003,-33183430.9248224,347,51.03681,88.61,none,nor_conv_1x1,nor_conv_3x3,nor_conv_1x1,avg_pool_3x3,skip_connect
493,888,cifar10,89.77,89.14,200,294576,979827,5.805234909057617,25.488851407368976,13.94573706005758,0.808021192000524,4.79432,3.645620000000001,0.6872827644999999,6.289297634665844,2.57296,18.01072,928180.1268853752,493,15.64737,89.76,none,nor_conv_1x1,skip_connect,nor_conv_1x1,skip_connect,avg_pool_3x3
114,888,cifar10,89.87,89.45,0,695072,2706611,3.0629396438598633,13.91799774169922,39.1432120600075,-1.0,11.9685,6.103220000000002,1.2512117884999998,18.66852444337987,4.05776,28.40432,-17578102.45419581,114,78.56193,89.87,avg_pool_3x3,none,nor_conv_3x3,skip_connect,nor_conv_3x3,none
1412,888,cifar10,84.66,69.88,200,227984,803543,4.429225921630859,19.444301795959472,17.55897670002014,-1.0,5.73405,6.348980000000003,1.2116806365,2.545403624468115,2.87696,20.13872,-3864903.708597698,1412,11.71521,84.67,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,skip_connect,none,avg_pool_3x3
530,888,cifar10,72.82,16.81,200,448160,1641043,4.429841041564941,19.95643389225006,26.310371099971235,-1.0,10.8218,6.103220000000002,1.2158223485,10.258998026736016,3.20976,22.46832,-13470070.403644947,530,43.17249,72.81,none,skip_connect,none,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3
900,888,cifar10,87.97,10.0,200,272768,982269,5.0162506103515625,22.21195770263672,14.994267899965052,0.8911685130005935,4.832020000000001,3.645620000000001,0.6872827644999999,6.289297634665844,2.57296,18.01072,835316.0888713328,900,15.64737,87.99,skip_connect,none,nor_conv_1x1,skip_connect,avg_pool_3x3,nor_conv_1x1
89,888,cifar10,91.93,91.36,0,469936,1835909,5.534486770629883,24.94024221738179,25.240817820013035,0.9870416579997254,7.825699999999999,4.874420000000002,0.9692472765000002,14.069085832664296,3.31536,23.20752,9782662.790488629,89,47.10465,91.93,skip_connect,none,nor_conv_1x1,skip_connect,nor_conv_3x3,avg_pool_3x3
196,888,cifar10,86.52,86.21,0,489440,1829717,1.541032791137695,6.589456214904786,2.8484099399793195,0.3649705520001589,1.23144,3.399860000000001,0.6914244764999999,22.498323538851867,2.90576,20.34032,1806.1687988963656,196,47.10465,86.54,none,nor_conv_1x1,nor_conv_3x3,skip_connect,none,none
314,888,cifar10,92.18,52.61,200,762304,2906387,5.6743574142456055,26.14743896484375,38.86421365998103,-1.0,15.6218,4.8744200000000015,1.0046367165,24.63910533031311,4.16336,29.14352,-53523532.40256618,314,82.49409,92.2,none,skip_connect,skip_connect,nor_conv_3x3,nor_conv_1x1,nor_conv_3x3
219,888,cifar10,93.19,93.18,0,513680,1830037,3.3868837356567383,15.323955461978914,23.22349731999566,0.6284003159998974,7.82612,3.3998600000000003,0.6914244764999999,22.498323538851867,2.90576,20.34032,823578.489930336,219,47.10465,93.2,none,nor_conv_3x3,none,skip_connect,none,nor_conv_1x1
865,888,cifar10,89.16,86.49,200,280944,986483,3.797774314880371,16.524116044044494,9.957886539996252,0.7930192919993715,4.74096,3.645620000000001,0.6872827644999999,6.289297634665844,2.57296,18.01072,272794.4729244366,865,15.64737,89.17,nor_conv_1x1,skip_connect,none,avg_pool_3x3,nor_conv_1x1,none
799,888,cifar10,82.33,26.61,200,246592,798961,5.569729804992676,24.306300868988036,18.878283700032625,1.518812212998455,7.423640000000001,6.348980000000003,1.2116806365,2.545403624468115,2.87696,20.13872,12843822.737691576,799,11.71521,82.34,avg_pool_3x3,nor_conv_1x1,avg_pool_3x3,none,skip_connect,avg_pool_3x3
358,888,cifar10,92.2,91.91,200,767776,2935473,3.731064796447754,17.52854241371155,42.163717779985745,-1.0,16.523400000000002,6.348980000000003,1.2824595165,17.923772231415303,4.57296,32.01072,-54307195.79937018,358,82.49409,92.2,avg_pool_3x3,nor_conv_1x1,none,nor_conv_3x3,nor_conv_3x3,none
423,888,cifar10,84.97,55.52,200,266928,1021609,6.101160049438477,26.554282255172726,15.640978580049705,1.5586483999995835,7.31139,6.594740000000003,1.2429283645,3.1315182551169403,3.39216,23.74512,19065732.228784,423,15.64737,84.97,avg_pool_3x3,nor_conv_1x1,nor_conv_1x1,avg_pool_3x3,skip_connect,avg_pool_3x3
482,888,cifar10,88.16,86.05,200,525696,1853235,4.383401870727539,20.084747371673583,25.932503959993483,-1.0,7.92039,4.8744200000000015,0.9692472765,14.069085832664296,3.31536,23.20752,-6573333.168277404,482,47.10465,88.16,nor_conv_3x3,none,nor_conv_1x1,none,none,avg_pool_3x3
32,888,cifar10,92.4,92.16,0,484224,1811353,4.730901718139648,21.7999951171875,22.566241079985048,0.7054928269999436,6.62209,3.399860000000001,0.6914244764999999,22.498323538851867,2.90576,20.34032,1510673.2281490436,32,47.10465,92.38,skip_connect,nor_conv_1x1,skip_connect,none,skip_connect,nor_conv_3x3
505,888,cifar10,90.09,31.82,200,307920,1183827,5.550093650817871,24.36491112709045,9.821045819990104,-1.0,3.42951,2.416820000000001,0.4407076924999999,12.028393341589998,2.67856,18.74992,-243641.1771990647,505,19.57953,90.08,none,skip_connect,nor_conv_1x1,skip_connect,nor_conv_1x1,nor_conv_1x1
621,888,cifar10,91.56,89.58,200,560416,2291241,6.6176652908325195,29.47508120536804,27.007261740000104,1.2789379740006552,12.4701,5.365940000000004,1.0317427325,13.288519297119164,4.34576,30.420320000000004,61490287.98779249,621,54.96897,91.55,avg_pool_3x3,nor_conv_1x1,nor_conv_1x1,nor_conv_1x1,skip_connect,nor_conv_3x3
890,888,cifar10,88.75,87.31,200,284176,958145,4.592733383178711,20.22333599726359,11.606569979994674,0.6184321760010789,2.8607600000000004,2.1710600000000007,0.4094599645,12.684972307253297,2.16336,15.14352,55544.40633234001,890,15.64737,88.76,nor_conv_1x1,skip_connect,skip_connect,none,skip_connect,nor_conv_1x1
1117,888,cifar10,89.4,10.97,200,588000,2280801,6.467580795288086,28.474602381388348,26.787543739992543,-1.0,10.4793,3.891380000000001,0.7539199325,19.072037932451035,3.93616,27.55312,-16448908.815149847,1117,54.96897,89.43,none,nor_conv_1x1,skip_connect,nor_conv_1x1,nor_conv_3x3,nor_conv_1x1
401,888,cifar10,87.65,79.49,200,446672,1832749,5.6688690185546875,25.322837905883787,26.180537379987072,1.1581201160006458,8.52924,4.8744200000000015,0.9692472765,14.069085832664296,3.31536,23.20752,13494856.088671649,401,47.10465,87.65,skip_connect,avg_pool_3x3,nor_conv_1x1,nor_conv_3x3,skip_connect,skip_connect
303,888,cifar10,89.54,87.52,200,315488,1204975,6.450295448303223,27.83302485942841,12.573626340017654,0.956322517999979,5.73494,3.891380000000001,0.7185304925,6.793315189634498,3.08816,21.61712,2310895.4521645033,303,19.57953,89.52,nor_conv_1x1,nor_conv_1x1,avg_pool_3x3,nor_conv_1x1,none,skip_connect
1185,888,cifar10,91.29,12.51,200,813488,3147233,5.9857177734375,27.66000183105469,41.30766866001068,-1.0,16.3263,5.120180000000003,1.0358844445,23.09419838304203,4.67856,32.74992,-90741485.57635064,1185,86.42625,91.28,none,nor_conv_1x1,nor_conv_1x1,none,nor_conv_3x3,nor_conv_3x3
565,888,cifar10,91.66,89.54,200,695024,2700595,5.748887062072754,26.195762046178185,38.603147079993505,1.1378523139992467,16.6324,6.103220000000002,1.2512117884999998,18.66852444337987,4.05776,28.40432,96836469.91714092,565,78.56193,91.66,skip_connect,nor_conv_3x3,avg_pool_3x3,nor_conv_3x3,none,skip_connect
755,888,cifar10,90.48,83.65,200,713152,2748783,3.9177942276000977,17.64966299533844,27.338847380015068,1.160263448000478,10.7144,9.05234,1.8068573885,11.695887305390931,4.87696,34.138720000000006,63997626.443535894,755,78.56193,90.47,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,none
337,888,cifar10,88.56,88.04,200,463744,1809487,4.571900367736816,20.596411156654355,22.91193489996658,0.7931887459999416,9.15623,3.3998600000000003,0.6914244764999999,22.498323538851867,2.90576,20.34032,2177041.05857583,337,47.10465,88.56,skip_connect,nor_conv_3x3,skip_connect,skip_connect,skip_connect,nor_conv_1x1
